,Poll End Date,Source,Voting Intention,LIBERAL,NATIONAL,COALITION,ALP,GREENS,PALMER UNITED,FAMILY FIRST,DEMOCRATS,PAULINE HANSON / ONE NATION,OTHERS,Two Party Preferred,COALITION (2PP),LABOR (2PP),PM Satisfaction,SATISFIED (PM),DISSATISFIED (PM),LOTO Satisfaction,SATISFIED (LOTO),DISSATISFIED (LOTO),Preferred PM,PRIME MINISTER (PPM),OPPOSITION LEADER (PPM),,PRIME MINISTER,OPPOSITION LEADER
40_LNC_JHo_ALP_ML,18-Apr-04,Newspoll,,38,5,43,42,6,,,1,1,7,,47,53,,53,38,,59,26,,48,37,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,18-Apr-04,Morgan,,,,42.5,45,7.5,,,2,1.5,3,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,04-Apr-04,Newspoll,,35,5,40,44,5,,,2,,9,,47,53,,51,42,,52,32,,48,37,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,04-Apr-04,Morgan,,,,43,43.5,9.5,,,2,1.5,4,,45,55,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,02-Apr-04,Morgan,,,,44.5,44,7,,,2,1,4,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,28-Mar-04,Nielsen,,,,41,43,8,,,2,1,5,,45,55,,55,37,,57,28,,48,43,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,21-Mar-04,Newspoll,,37,4,41,46,6,,,1,,6,,45,55,,53,38,,66,15,,43,42,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,21-Mar-04,Morgan,,,,41.5,45.5,7,,,2,1,5,,44.5,55.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,07-Mar-04,Newspoll,,37,4,41,44,5,,,1,,9,,45,55,,51,41,,62,17,,44,39,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,07-Mar-04,Morgan,,,,42,46,7.5,,,2.5,1.5,3.5,,44.5,55.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,29-Feb-04,Nielsen,,,,39,43,9,,,3,2,4,,46,54,,54,38,,62,19,,47,43,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,22-Feb-04,Newspoll,,40,4,44,41,5,,,1,1,8,,50,50,,52,37,,58,22,,48,32,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,22-Feb-04,Morgan,,,,43.5,45.5,6.5,,,2,1.5,4,,44.5,55.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,08-Feb-04,Newspoll,,36,5,41,41,6,,,1,1,10,,47,53,,54,37,,56,18,,47,34,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,08-Feb-04,Morgan,,,,41,48,5.5,,,2.5,1.5,4.5,,43.5,56.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,25-Jan-04,Morgan,,,,42,44,8,,,2.5,2,4.5,,45,55,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,18-Jan-04,Newspoll,,36,5,41,39,6,,,2,1,11,,50,50,,54,37,,49,18,,50,30,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,11-Jan-04,Morgan,,,,42,45,7.5,,,1.5,2,4,,44.5,55.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,21-Dec-03,Morgan,,,,44.5,42.5,7,,,2.5,2.5,3.5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,14-Dec-03,Newspoll,,41,3,44,41,5,,,2,1,7,,51,49,,54,35,,41,17,,46,31,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,07-Dec-03,Nielsen,,,,45,37,7,,,3,3,5,,52,48,,63,32,,,,,58,34,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,07-Dec-03,Newspoll,,40,5,45,39,5,,,1,2,8,,51,49,,54,36,,32,17,,52,26,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,07-Dec-03,Morgan,,,,44,41,6,,,2.5,3,6,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_ML,02-Dec-03,LOTO Change,,,,,,,,,,,,,,,,,,,,,,,,,MR JOHN HOWARD,MR MARK LATHAM
40_LNC_JHo_ALP_SC,30-Nov-03,Newspoll,,41,3,44,35,6,,,2,2,11,,53,47,,58,33,,22,56,,65,14,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,30-Nov-03,Morgan,,,,43.5,38,9,,,3.5,4.5,5,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,23-Nov-03,Morgan,,,,44,38,8,,,4,3,5,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,16-Nov-03,Newspoll,,36,4,40,36,7,,,2,2,13,,50,50,,53,37,,28,53,,58,17,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,16-Nov-03,Morgan,,,,46,35.5,9.5,,,3,3,6.5,,50.5,49.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,02-Nov-03,Newspoll,,42,4,46,36,6,,,2,1,9,,54,46,,53,35,,28,54,,59,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,02-Nov-03,Morgan,,,,43,40,9,,,4,1.5,4.5,,47,53,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,19-Oct-03,Newspoll,,34,5,39,37,8,,,3,1,12,,49,51,,50,39,,27,56,,58,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,19-Oct-03,Morgan,,,,47,38.5,7,,,3,2.5,5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,05-Oct-03,Morgan,,,,46,39,7.5,,,3.5,2,5,,50.5,49.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,28-Sep-03,Newspoll,,38,4,42,38,7,,,2,1,10,,50,50,,52,37,,26,56,,61,17,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,21-Sep-03,Nielsen,,,,45,34,8,,,3,4,5,,52,48,,59,34,,28,58,,64,24,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,21-Sep-03,Morgan,,,,42.5,39,8.5,,,3,3.5,5.5,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,14-Sep-03,Newspoll,,38,4,42,36,6,,,3,2,11,,51,49,,55,37,,26,57,,61,16,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,07-Sep-03,Morgan,,,,42,38,9.5,,,3.5,3.5,6,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,31-Aug-03,Newspoll,,39,4,43,37,6,,,1,2,11,,51,49,,51,39,,25,58,,60,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,24-Aug-03,Morgan,,,,42,38.5,8.5,,,4.5,2,6,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,17-Aug-03,Newspoll,,38,5,43,36,6,,,2,,13,,52,48,,57,31,,29,52,,62,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,17-Aug-03,Morgan,,,,49,36.5,8,,,4,0.5,4.5,,51.5,48.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,10-Aug-03,Morgan,,,,47.5,39,7,,,4,1,5,,50.5,49.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,03-Aug-03,Newspoll,,40,4,44,36,6,,,2,1,11,,52,48,,57,33,,29,53,,60,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,27-Jul-03,Morgan,,,,46.5,38.5,9,,,2.5,1,5.5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,20-Jul-03,Newspoll,,41,4,45,35,8,,,2,1,9,,53,47,,55,36,,30,53,,59,19,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,06-Jul-03,Newspoll,,40,5,45,37,6,,,2,,10,,53,47,,60,33,,35,49,,61,20,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,29-Jun-03,Morgan,,,,47.5,37,10,,,2.5,0.5,4.5,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,22-Jun-03,Newspoll,,43,3,46,35,7,,,2,1,9,,54,46,,61,30,,32,53,,67,17,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,15-Jun-03,Morgan,,,,48,37.5,8.5,,,3.5,1,4.5,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,01-Jun-03,Newspoll,,39,4,43,37,7,,,2,1,10,,51,49,,60,32,,25,60,,65,17,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,01-Jun-03,Morgan,,,,42.5,42,9.5,,,2,1,5.5,,47,53,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,18-May-03,Nielsen,,,,45,38,9,,,3,1,5,,51,49,,61,33,,30,56,,61,23,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,18-May-03,Newspoll,,43,4,47,37,6,,,2,,8,,54,46,,61,31,,24,59,,64,17,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,18-May-03,Morgan,,,,47,39,8,,,3,1.5,5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,04-May-03,Nielsen,,,,47,35,9,,,3,1,4,,53,47,,61,33,,25,62,,64,22,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,04-May-03,Newspoll,,43,3,46,36,8,,,1,,9,,54,46,,59,33,,23,62,,63,16,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,20-Apr-03,Morgan,,,,47.5,35.5,10,,,4.5,1.5,4,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,13-Apr-03,Newspoll,,42,4,46,33,8,,,2,1,10,,55,45,,58,34,,24,57,,62,16,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,13-Apr-03,Morgan,,,,47,39,10,,,3.5,0.5,4,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,06-Apr-03,Morgan,,,,43.5,42,9,,,3,1.5,4.5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,04-Apr-03,Morgan,,,,46,38,8,,,3.5,1.5,5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,30-Mar-03,Newspoll,,41,5,46,34,9,,,2,1,8,,54,46,,58,33,,23,61,,62,17,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,23-Mar-03,Newspoll,,41,4,45,34,9,,,3,,9,,53,47,,56,35,,26,58,,60,19,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,23-Mar-03,Morgan,,,,48.5,36,9.5,,,3,1,4.5,,52.5,47.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,16-Mar-03,Newspoll,,36,6,42,37,8,,,1,1,11,,51,49,,48,43,,27,52,,51,22,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,16-Mar-03,Morgan,,,,43,39.5,11,,,3,1,6,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,09-Mar-03,Morgan,,,,41.5,40.5,11,,,2.5,1.5,5.5,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,02-Mar-03,Newspoll,,38,4,42,38,8,,,2,1,9,,51,49,,48,44,,29,55,,54,22,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,23-Feb-03,Morgan,,,,46,36,10.5,,,3.5,1.5,5,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,16-Feb-03,Newspoll,,37,5,42,36,7,,,2,,13,,51,49,,48,43,,31,53,,56,21,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,09-Feb-03,Morgan,,,,45,41,8,,,3.5,1.5,4.5,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,02-Feb-03,Newspoll,,39,4,43,37,7,,,2,,11,,51,49,,56,37,,35,45,,56,23,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,26-Jan-03,Morgan,,,,45,40,9,,,3,1,4.5,,48,52,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,19-Jan-03,Newspoll,,39,5,44,36,8,,,3,,9,,52,48,,56,34,,31,48,,58,19,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,14-Jan-03,Nielsen,,,,45,34,9,,,4,2,6,,52,48,,62,32,,37,50,,65,27,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,12-Jan-03,Morgan,,,,45.5,40,8.5,,,3.5,1.5,4.5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,15-Dec-02,Newspoll,,39,5,44,37,8,,,1,1,9,,52,48,,58,33,,32,48,,58,19,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,15-Dec-02,Morgan,,,,46.5,38.5,9,,,2.5,2,5,,50.5,49.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,01-Dec-02,Newspoll,,37,5,42,38,6,,,2,1,11,,50,50,,58,31,,34,43,,57,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,17-Nov-02,Newspoll,,42,3,45,37,7,,,2,1,8,,52.24,47.76,,60,31,,34,45,,59,19,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,17-Nov-02,Morgan,,,,48.5,35,9.5,,,3,1.5,5.5,,53,47,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,03-Nov-02,Newspoll,,41,5,46,34,7,,,2,,11,,54.28,45.72,,65,26,,34,45,,63,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,03-Nov-02,Morgan,,,,49,35,10,,,3.5,1.5,4,,52.5,47.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,01-Nov-02,Morgan,,,,46,40,9,,,3,1.5,3.5,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,20-Oct-02,Newspoll,,41,6,47,34,8,,,2,,9,,54.47,45.53,,62,30,,42,37,,61,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,20-Oct-02,Morgan,,,,45,38.5,10.5,,,2.5,1.5,5,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,06-Oct-02,Morgan,,,,43.5,39.5,10,,,4,1,4,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,29-Sep-02,Newspoll,,37,4,41,39,7,,,2,,11,,49.28,50.72,,52,38,,36,39,,54,23,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,22-Sep-02,Morgan,,,,44.5,39,9.5,,,3.5,1.5,5,,48.5,51.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,15-Sep-02,Newspoll,,38,4,42,36,8,,,3,1,10,,50.9,49.1,,53,35,,34,39,,56,20,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,08-Sep-02,Morgan,,,,43.5,41,9,,,2,2,5.5,,47,53,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,01-Sep-02,Newspoll,,37,4,41,41,5,,,2,1,10,,,,,55,36,,35,40,,55,22,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,25-Aug-02,Morgan,,,,42,42,8,,,3,1.5,5.5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,18-Aug-02,Newspoll,,39,5,44,38,4,,,4,1,9,,51.72,48.28,,55,34,,35,42,,57,22,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,11-Aug-02,Morgan,,,,43.5,41.5,7,,,4,2,5,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,04-Aug-02,Newspoll,,39,2,41,37,6,,,3,1,12,,50.46,49.54,,54,37,,31,43,,55,20,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,28-Jul-02,Morgan,,,,46.5,39.5,6.5,,,3.5,2,5.5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,21-Jul-02,Newspoll,,38,3,41,40,6,,,3,1,9,,48.87,51.13,,52,39,,34,40,,51,24,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,14-Jul-02,Morgan,,,,42.5,42,6,,,5,2,5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,07-Jul-02,Newspoll,,38,5,43,38,5,,,3,1,10,,51.15,48.85,,51,38,,32,41,,54,21,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,24-Jun-02,Morgan,,,,45.5,39,7,,,6,2.5,2.5,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,23-Jun-02,Newspoll,,40,3,43,38,4,,,5,1,9,,51.07,48.93,,51,37,,33,43,,53,22,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,16-Jun-02,Morgan,,,,45.5,40,6.5,,,5,2,4,,48.5,51.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,02-Jun-02,Newspoll,,35,5,40,37,6,,,4,1,12,,49.81,50.19,,48,38,,35,35,,50,23,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,02-Jun-02,Morgan,,,,42,41.5,7,,,6,2,4.5,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,19-May-02,Newspoll,,36,5,41,40,4,,,4,1,10,,49.25,50.75,,52,38,,41,31,,53,24,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,19-May-02,Morgan,,,,41,41,6.5,,,7,2.5,4.5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,05-May-02,Newspoll,,36,6,42,38,4,,,4,1,11,,50.78,49.22,,51,38,,35,35,,50,24,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,05-May-02,Morgan,,,,42,40.5,6.5,,,5.5,3,5,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,21-Apr-02,Newspoll,,37,4,41,41,4,,,3,1,10,,48.9,51.1,,48,39,,36,31,,49,24,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,21-Apr-02,Morgan,,,,45,39.5,6.5,,,5,2,4.5,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,07-Apr-02,Newspoll,,38,3,41,40,4,,,4,1,10,,49.25,50.75,,49,40,,35,34,,51,24,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,07-Apr-02,Morgan,,,,43.5,41.5,6.5,,,4.5,2,4.5,,46.5,53.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,24-Mar-02,Newspoll,,39,5,44,37,6,,,4,1,8,,51.69,48.31,,46,42,,37,34,,52,24,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,24-Mar-02,Morgan,,,,41.5,41,7,,,5,2.5,5,,46,54,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,10-Mar-02,Newspoll,,38,5,43,37,4,,,4,1,11,,51.78,48.22,,50,40,,36,32,,50,23,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,10-Mar-02,Morgan,,,,45.5,40,6.5,,,4,2,5,,48.5,51.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,24-Feb-02,Newspoll,,38,4,42,40,5,,,3,1,9,,49.62,50.38,,49,41,,39,28,,49,26,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,24-Feb-02,Morgan,,,,44.5,38.5,6,,,4.5,2.5,5.5,,49,51,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,10-Feb-02,Newspoll,,42,4,46,35,6,,,4,1,8,,53.69,46.31,,62,30,,32,28,,59,18,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,10-Feb-02,Morgan,,,,47.5,36.5,7,,,6,2,4,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,27-Jan-02,Morgan,,,,43,39.5,6,,,7.5,2.5,4,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,20-Jan-02,Newspoll,,42,3,45,34,4,,,5,2,10,,54.15,45.85,,58,32,,30,25,,57,19,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,13-Jan-02,Morgan,,,,46,39.5,6.5,,,5.5,2,3,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,16-Dec-01,Newspoll,,41,3,44,35,6,,,4,2,9,,52.77,47.23,,57,31,,30,25,,55,20,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,25-Nov-01,Newspoll,,41,4,45,33,7,,,5,3,7,,53.86,46.14,,,,,,,,55,19,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_SC,11-Nov-01,LOTO Change,,,,,,,,,,,,,,,,,,,,,,,,,MR JOHN HOWARD,MR SIMON CREAN
40_LNC_JHo_ALP_KB,10-Nov-01,Election,,,,43.1,37.8,5,,0,5.4,4.3,4.4,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
40_LNC_JHo_ALP_KB,10-Nov-01,Morgan,,,,43,37.8,5,,,5.4,4.3,4.5,,51,49,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,08-Nov-01,Nielsen,,,,46,38,5,,,6,3,3,,52,48,,61,34,,51,43,,52,40,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,08-Nov-01,Newspoll,,41,5,46,38.5,4,,,5.5,3,3,,53,47,,54,38,,46,42,,52,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,04-Nov-01,Newspoll,,40,5,45,39.5,2.5,,,6,3,4,,51,49,,53,38,,51,39,,46,37,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,04-Nov-01,Morgan,,,,42.5,43.5,4.5,,,6.5,2.5,4.5,,45.5,54.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,28-Oct-01,Nielsen,,,,46,38,3,,,7,3,4,,52,48,,60,33,,50,41,,52,38,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,28-Oct-01,Newspoll,,43,5,48,37,4,,,6,2,3,,54,46,,57,34,,44,43,,50,33,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,28-Oct-01,Morgan,,,,43.5,42,4.5,,,6,4,3,,47.5,52.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,21-Oct-01,Nielsen,,,,45,39,3,,,6,2,4,,51,49,,62,31,,52,37,,49,37,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,21-Oct-01,Newspoll,,43,4,47,39,3,,,5,3,3,,52,48,,56,34,,52,35,,48,33,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,21-Oct-01,Morgan,,,,43.5,41,3.5,,,7,3,4,,48.5,51.5,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,14-Oct-01,Newspoll,,48,3,51,38,3,,,4,2,2,,55.5,44.5,,58,32,,41,47,,56,27,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,14-Oct-01,Morgan,,,,49.5,35,4.5,,,7,2.5,3.5,,55,45,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,10-Oct-01,Nielsen,,,,49,34,3,,,6,3,4,,55,45,,66,28,,47,43,,56,34,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,07-Oct-01,Newspoll,,45,5,50,35,3,,,6,3,3,,56.5,43.5,,61,30,,42,45,,56,27,,MR JOHN HOWARD,MR KIM BEAZLEY
39_LNC_JHo_ALP_KB,07-Oct-01,Morgan,,,,45.5,39.5,4,,,5.5,4,4,,50,50,,,,,,,,,,,MR JOHN HOWARD,MR KIM BEAZLEY
